keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
fwdgz,caenr,___mq,_ylbk,sitoh,jupvx,caenrsitoh,1137.540471,17.94%,→000.22%,38.26%,←000.68%,58293556949.84,→000.35%,←000.25%,1.71,→000.31%,1.71,1.72,07.52% │ 09.65% │ 12.17% │ 11.16% │ 09.42%,08.97% │ 11.94% │ 11.60% │ 10.18% │ 07.40%,05.51% │ 09.96% │ 15.79% │ 12.14% │ 06.76%,06.68% │ 12.07% │ 15.21% │ 10.26% │ 05.62%,←001.53% │ →005.17% │ ←004.88% │ →006.53% │ ←005.04%,22.72%,65.71%,11.57%,←032.60% │ ←005.88% │ →062.31%,49.91%,50.09%,50.17%,49.83%,29096142421.49,29197414528.35,8665752037,8607258416,6609450580,1547341032,1550788607,3603695401,3594753674
_mfwy,roend,_qvcx,buljz,hitas,_kpg_,roendhitas,1137.505580,17.52%,←001.43%,37.29%,←001.02%,58453842513.07,→001.55%,→000.95%,1.74,→001.45%,1.73,1.76,07.86% │ 10.49% │ 11.83% │ 10.94% │ 08.49%,09.22% │ 10.88% │ 11.91% │ 10.40% │ 07.98%,06.53% │ 10.26% │ 15.23% │ 12.51% │ 05.72%,06.30% │ 11.11% │ 15.21% │ 10.55% │ 06.58%,→001.41% │ ←000.82% │ →000.71% │ ←000.56% │ →007.93%,21.94%,66.16%,11.89%,→008.62% │ ←002.29% │ →008.74%,49.61%,50.39%,50.25%,49.75%,28998453748.20,29455388764.87,8680232441,8592778012,6441001071,1524052914,1502602723,3665939213,3700959371
_bpmf,laerd,wxvcq,_uoyj,hnits,kgz__,stinhdreal,1137.236883,19.42%,←001.40%,36.31%,→000.79%,57982608198.52,←001.41%,→002.65%,1.77,→001.45%,1.76,1.79,07.85% │ 10.25% │ 12.00% │ 11.62% │ 08.64%,08.08% │ 11.48% │ 12.35% │ 09.59% │ 08.15%,05.96% │ 10.08% │ 15.19% │ 12.46% │ 06.11%,05.43% │ 12.32% │ 15.28% │ 10.50% │ 06.68%,→003.60% │ ←006.82% │ →002.87% │ ←001.16% │ ←006.92%,24.62%,63.16%,12.21%,→024.25% │ ←000.46% │ ←095.64%,50.35%,49.65%,49.80%,50.20%,29193913360.08,28788694838.44,8602409835,8670600618,6272422114,1689136556,1665886129,3717184763,3818292778
_mofy,rndel,__wqx,jgub_,satih,zpckv,rndelsatih,1137.144810,17.49%,→000.67%,38.06%,←000.46%,59738781534.09,→001.20%,→001.35%,1.72,→001.30%,1.71,1.73,07.63% │ 09.19% │ 11.80% │ 12.47% │ 08.60%,09.02% │ 11.87% │ 11.94% │ 09.76% │ 07.72%,06.53% │ 10.09% │ 13.08% │ 14.26% │ 06.16%,06.81% │ 12.47% │ 14.90% │ 09.95% │ 05.76%,→001.08% │ →005.87% │ →001.17% │ ←005.09% │ →004.56%,23.77%,64.06%,12.17%,←112.47% │ →006.39% │ →073.31%,49.70%,50.30%,50.12%,49.88%,29689036247.50,30049745286.59,8656377197,8616633256,6573328696,1505074404,1515253512,3592772814,3641798145
_mofy,rndel,__wzj,qgub_,satih,xpckv,rndelsatih,1134.946811,17.51%,←000.89%,38.05%,←000.73%,59787935613.74,→000.68%,→001.26%,1.72,→001.43%,1.71,1.73,07.63% │ 09.18% │ 11.88% │ 12.55% │ 08.59%,08.89% │ 11.82% │ 12.00% │ 09.75% │ 07.71%,06.53% │ 10.09% │ 13.08% │ 14.28% │ 06.20%,06.74% │ 12.47% │ 14.90% │ 09.95% │ 05.76%,→001.06% │ →005.83% │ →000.99% │ ←006.17% │ →003.39%,23.67%,64.04%,12.29%,←118.44% │ →006.11% │ →073.38%,49.83%,50.17%,50.18%,49.82%,29791928729.62,29996006884.12,8668045104,8604965349,6571999971,1518581294,1505192521,3594921523,3640978161
qfowk,raled,__vzy,jucg_,sithn,xpmb_,nhtisdelar,1134.564656,16.24%,→000.52%,38.82%,←000.21%,60001851031.81,→000.98%,←002.02%,1.70,←001.26%,1.71,1.69,08.03% │ 09.49% │ 11.04% │ 12.13% │ 09.06%,09.00% │ 12.26% │ 11.40% │ 09.16% │ 08.42%,06.63% │ 10.46% │ 12.90% │ 13.79% │ 06.27%,06.87% │ 12.51% │ 14.73% │ 08.35% │ 07.49%,→004.60% │ ←003.58% │ →003.19% │ →001.04% │ ←000.62%,23.62%,64.00%,12.38%,←030.65% │ →000.32% │ →044.39%,49.75%,50.25%,50.05%,49.95%,29852909926.06,30148941105.75,8645557685,8627452768,6706040163,1399346152,1406596681,3586375572,3515483920
gvumq,ctehr,_pzd_,_fowk,sainl,_yxbj,lniasrhetc,1134.393449,17.13%,←000.78%,37.84%,←000.04%,59189237800.17,←002.43%,→001.04%,1.73,→000.79%,1.72,1.73,07.16% │ 10.69% │ 12.21% │ 11.40% │ 09.14%,08.54% │ 11.12% │ 12.45% │ 10.50% │ 06.80%,05.38% │ 12.02% │ 14.88% │ 11.11% │ 06.63%,06.45% │ 12.16% │ 15.34% │ 10.80% │ 05.24%,←005.32% │ ←001.81% │ →001.94% │ ←002.56% │ ←007.08%,24.43%,63.60%,11.98%,→019.61% │ ←004.83% │ ←048.94%,50.60%,49.40%,50.01%,49.99%,29949394045.81,29239843754.36,8638151864,8634858589,6536087673,1485161574,1473596460,3616885388,3654926594
_jowv,rtheu,qgkzy,xmdpb,snail,_cf__,liansuehtr,1134.263503,17.76%,←002.20%,38.35%,←000.16%,58742829245.75,→000.65%,←002.48%,1.71,←001.64%,1.73,1.70,08.26% │ 09.51% │ 11.66% │ 11.93% │ 08.48%,08.82% │ 11.86% │ 11.68% │ 09.65% │ 08.15%,06.63% │ 11.08% │ 12.99% │ 13.79% │ 05.56%,06.64% │ 13.42% │ 14.28% │ 09.73% │ 05.89%,←001.36% │ →001.40% │ →000.20% │ ←000.60% │ →003.92%,24.53%,62.36%,13.11%,→007.15% │ ←001.28% │ ←002.92%,49.84%,50.16%,50.04%,49.96%,29276226686.96,29466602558.79,8643486767,8629523686,6624062662,1550657683,1517328681,3635888204,3547948789
zfowk,raled,__vqy,jucg_,sithn,xpmb_,nhtisdelar,1134.152221,16.23%,→000.75%,38.82%,←000.21%,60041808412.68,→000.85%,←002.02%,1.70,←001.26%,1.71,1.69,08.08% │ 09.51% │ 11.03% │ 12.12% │ 09.05%,08.99% │ 12.25% │ 11.40% │ 09.16% │ 08.42%,06.66% │ 10.46% │ 12.90% │ 13.76% │ 06.27%,06.87% │ 12.51% │ 14.73% │ 08.35% │ 07.49%,→004.03% │ ←003.83% │ →003.17% │ →001.10% │ ←000.65%,23.66%,64.00%,12.34%,←031.12% │ →000.18% │ →044.70%,49.79%,50.21%,50.05%,49.95%,29892867306.93,30148941105.75,8645557685,8627452768,6706040163,1396016318,1406596681,3586375572,3515483920
gwdcz,maenr,___fq,_ylbx,sitoh,jupvk,maenrsitoh,1134.059450,18.26%,←001.29%,38.26%,←000.68%,58584894277.35,←000.99%,←000.25%,1.71,→000.31%,1.71,1.72,06.98% │ 09.70% │ 12.32% │ 11.84% │ 09.41%,08.92% │ 11.86% │ 11.58% │ 10.12% │ 07.27%,04.65% │ 09.96% │ 15.79% │ 13.00% │ 06.76%,06.68% │ 12.07% │ 15.21% │ 10.26% │ 05.62%,→003.92% │ →004.16% │ ←006.34% │ →000.16% │ ←005.44%,23.24%,64.92%,11.84%,←065.26% │ ←004.49% │ →071.93%,50.25%,49.75%,50.17%,49.83%,29437263812.53,29147630464.82,8665752037,8607258416,6609450580,1587388233,1567232845,3603695401,3594753674
_jowv,rtheu,zgkqy,xmdpb,snail,_cf__,liansuehtr,1133.245639,17.76%,←002.20%,38.35%,←000.16%,58752244714.18,→000.61%,←002.48%,1.71,←001.64%,1.73,1.70,08.30% │ 09.51% │ 11.66% │ 11.91% │ 08.46%,08.82% │ 11.86% │ 11.68% │ 09.64% │ 08.15%,06.66% │ 11.08% │ 12.99% │ 13.76% │ 05.56%,06.64% │ 13.42% │ 14.28% │ 09.73% │ 05.89%,←001.89% │ →001.40% │ →000.16% │ ←000.44% │ →004.09%,24.53%,62.35%,13.12%,→007.12% │ ←001.28% │ ←003.13%,49.85%,50.15%,50.04%,49.96%,29285642155.39,29466602558.79,8643486767,8629523686,6624062662,1550657683,1517328681,3635888204,3547948789
xplyc,snieg,zkf__,jumbq,hotar,vwd__,ratohgeins,1133.005329,15.78%,←000.30%,41.24%,←000.97%,57956574229.50,→000.06%,→000.07%,1.63,→000.65%,1.63,1.64,08.25% │ 09.51% │ 11.45% │ 12.31% │ 08.47%,08.77% │ 12.14% │ 11.12% │ 09.81% │ 08.17%,06.77% │ 10.38% │ 14.04% │ 13.67% │ 05.38%,05.99% │ 12.03% │ 15.22% │ 09.89% │ 06.63%,←000.96% │ →003.05% │ ←002.91% │ ←001.41% │ →003.46%,24.11%,63.59%,12.29%,←063.72% │ →004.22% │ →053.46%,49.99%,50.01%,50.24%,49.76%,28969604382.50,28986969847.00,8678276665,8594733788,7122746405,1365029121,1360975314,3341372785,3343780465
xjwfy,lnead,vpug_,_mock,ritsh,qbz__,lneadritsh,1132.277646,17.49%,→000.53%,39.14%,→000.50%,57469487540.78,→000.75%,→003.00%,1.69,→001.74%,1.67,1.70,07.52% │ 09.09% │ 12.73% │ 11.86% │ 08.61%,08.93% │ 11.72% │ 12.80% │ 09.27% │ 07.47%,05.54% │ 09.87% │ 16.44% │ 12.51% │ 05.53%,06.63% │ 11.81% │ 16.48% │ 09.77% │ 05.43%,←000.62% │ →001.93% │ →000.54% │ ←001.21% │ →003.52%,24.84%,62.27%,12.89%,→053.88% │ ←001.93% │ ←348.50%,49.81%,50.19%,49.87%,50.13%,28627020242.43,28842467298.35,8614912473,8658097980,6759821698,1506533566,1514527497,3470291959,3577785998
xjwfy,lnead,vpug_,_mock,ritsh,zbq__,lneadritsh,1132.092685,17.49%,→000.53%,39.14%,→000.50%,57486149271.10,→000.80%,→003.00%,1.69,→001.74%,1.67,1.70,07.51% │ 09.09% │ 12.72% │ 11.86% │ 08.61%,08.99% │ 11.73% │ 12.75% │ 09.27% │ 07.47%,05.54% │ 09.87% │ 16.44% │ 12.51% │ 05.53%,06.66% │ 11.81% │ 16.46% │ 09.77% │ 05.43%,←000.62% │ →001.93% │ →000.18% │ ←001.10% │ →004.19%,24.83%,62.27%,12.90%,→053.89% │ ←001.89% │ ←345.57%,49.80%,50.20%,49.87%,50.13%,28627020242.43,28859129028.67,8614912473,8658097980,6759821698,1506533566,1514527497,3470291959,3577785998
gvumq,ctehr,_pzd_,_fowk,sainl,_yjbx,lniasrhetc,1132.051366,17.13%,←000.78%,37.84%,←000.04%,59173760462.04,←002.48%,→001.04%,1.73,→000.79%,1.72,1.73,07.16% │ 10.69% │ 12.21% │ 11.41% │ 09.14%,08.54% │ 11.11% │ 12.49% │ 10.50% │ 06.74%,05.38% │ 12.02% │ 14.88% │ 11.11% │ 06.63%,06.45% │ 12.16% │ 15.38% │ 10.80% │ 05.21%,←006.17% │ ←001.81% │ →002.26% │ ←002.67% │ ←007.08%,24.43%,63.60%,11.97%,→019.61% │ ←004.87% │ ←049.38%,50.61%,49.39%,50.01%,49.99%,29949394045.81,29224366416.23,8638151864,8634858589,6536087673,1485161574,1473596460,3616885388,3654926594
gwdcz,maenr,___fq,_ylbj,sitoh,xupvk,maenrsitoh,1131.736502,18.30%,←000.88%,38.26%,←000.68%,58592737522.17,←000.97%,←000.25%,1.71,→000.31%,1.71,1.72,06.98% │ 09.70% │ 12.32% │ 11.84% │ 09.41%,08.87% │ 11.89% │ 11.54% │ 10.15% │ 07.31%,04.65% │ 09.96% │ 15.79% │ 13.00% │ 06.76%,06.64% │ 12.07% │ 15.21% │ 10.26% │ 05.66%,→004.58% │ →004.43% │ ←006.70% │ →000.38% │ ←006.05%,23.29%,64.92%,11.79%,←064.28% │ ←004.45% │ →071.78%,50.24%,49.76%,50.17%,49.83%,29437263812.53,29155473709.64,8665752037,8607258416,6609450580,1587388233,1573479791,3603695401,3594753674
qmpzf,lnead,wkbc_,vuogj,hirts,xy___,lneadhirts,1131.248246,17.13%,→001.10%,39.54%,←001.49%,58556595604.19,→001.36%,→001.13%,1.68,→001.76%,1.66,1.69,07.84% │ 09.77% │ 12.04% │ 11.24% │ 08.77%,08.86% │ 11.72% │ 12.08% │ 09.72% │ 07.96%,06.06% │ 10.84% │ 15.74% │ 11.73% │ 06.01%,05.95% │ 12.07% │ 14.09% │ 10.85% │ 06.68%,→001.42% │ ←000.52% │ →000.36% │ →004.09% │ →001.10%,24.71%,63.76%,11.53%,→044.95% │ →001.64% │ ←309.67%,49.66%,50.34%,50.37%,49.63%,29078511646.81,29478083957.38,8700240229,8572770224,6829703504,1471604740,1487923272,3469240367,3508955784
fwdgz,caenr,___mq,_blyk,sitoh,xupvj,caenrsitoh,1131.130084,17.94%,→000.22%,38.26%,←000.68%,58417914654.75,→000.77%,←000.25%,1.71,→000.31%,1.71,1.72,07.50% │ 09.63% │ 12.14% │ 11.13% │ 09.40%,08.90% │ 11.90% │ 11.56% │ 10.39% │ 07.44%,05.51% │ 09.96% │ 15.79% │ 12.14% │ 06.76%,06.64% │ 11.99% │ 15.21% │ 10.34% │ 05.66%,←000.77% │ →007.30% │ ←005.02% │ →006.47% │ ←005.68%,22.84%,65.59%,11.57%,←030.36% │ ←005.81% │ →062.41%,49.81%,50.19%,50.17%,49.83%,29096142421.49,29321772233.26,8665752037,8607258416,6609450580,1547341032,1550788607,3603695401,3594753674
_wgcv,daerl,fxbmj,_uoyq,hnits,kpz__,stinhlread,1130.870184,18.76%,←000.35%,37.52%,→000.65%,57718681507.58,←001.67%,→003.03%,1.74,→001.77%,1.72,1.75,07.92% │ 10.25% │ 12.56% │ 11.61% │ 08.08%,08.03% │ 11.47% │ 12.45% │ 09.66% │ 07.98%,06.01% │ 10.15% │ 15.64% │ 12.46% │ 05.57%,05.43% │ 12.41% │ 15.28% │ 10.50% │ 06.55%,→000.70% │ ←006.09% │ ←000.83% │ ←001.22% │ ←000.64%,23.78%,63.25%,12.97%,→029.46% │ ←000.60% │ ←115.46%,50.41%,49.59%,49.84%,50.16%,29098110162.38,28620571345.20,8608474756,8664535697,6481082557,1622794476,1617184998,3607118307,3719698791
pqsux,dearl,__zfw,kgcb_,hoitn,jymv_,ntiohlraed,1130.800256,16.88%,←000.32%,37.95%,←002.14%,59402077130.54,←001.55%,←000.28%,1.72,→001.32%,1.71,1.74,08.20% │ 10.72% │ 11.55% │ 11.17% │ 08.74%,08.33% │ 11.32% │ 11.22% │ 10.13% │ 08.62%,05.97% │ 12.07% │ 14.85% │ 11.49% │ 06.15%,05.66% │ 11.32% │ 13.52% │ 11.49% │ 07.49%,→004.82% │ ←005.87% │ ←002.94% │ →001.36% │ ←004.99%,23.39%,64.60%,12.01%,←051.75% │ →006.55% │ →026.70%,50.39%,49.61%,50.53%,49.47%,29929926915.87,29472150214.67,8727751367,8545259086,6554252410,1460466415,1455764585,3631842320,3621804925
_wfcv,daerl,gxbmj,_uoyq,hnits,kpz__,stinhlread,1130.710018,18.75%,←000.27%,37.52%,→000.65%,57705625895.11,←001.62%,→003.03%,1.74,→001.77%,1.72,1.75,07.78% │ 10.28% │ 12.66% │ 11.59% │ 08.09%,08.03% │ 11.47% │ 12.46% │ 09.66% │ 07.98%,05.87% │ 10.15% │ 15.78% │ 12.46% │ 05.57%,05.43% │ 12.41% │ 15.28% │ 10.50% │ 06.55%,→002.45% │ ←006.41% │ ←001.65% │ ←001.06% │ ←000.67%,23.86%,63.31%,12.83%,→028.96% │ ←000.76% │ ←111.96%,50.40%,49.60%,49.84%,50.16%,29085054549.91,28620571345.20,8608474756,8664535697,6481082557,1621502726,1617184998,3607118307,3719698791
xjwfy,lnead,vgup_,_mock,ritsh,qbz__,lneadritsh,1130.512655,17.49%,→000.53%,39.14%,→000.50%,57572310684.76,→000.39%,→003.00%,1.69,→001.74%,1.67,1.70,07.41% │ 09.26% │ 12.70% │ 11.93% │ 08.60%,08.91% │ 11.70% │ 12.77% │ 09.25% │ 07.46%,05.54% │ 09.77% │ 16.44% │ 12.60% │ 05.53%,06.63% │ 11.81% │ 16.48% │ 09.77% │ 05.43%,→000.60% │ ←000.08% │ →000.59% │ ←001.97% │ →003.52%,24.80%,62.10%,13.10%,→053.88% │ ←001.74% │ ←358.63%,49.90%,50.10%,49.87%,50.13%,28729843386.41,28842467298.35,8614912473,8658097980,6759821698,1506533566,1514527497,3470291959,3577785998
qfowk,raled,__vzy,jucb_,sithn,xgpm_,nhtisdelar,1130.506520,16.29%,→001.07%,38.82%,←000.21%,59878551219.11,→000.58%,←002.02%,1.70,←001.26%,1.71,1.69,08.05% │ 09.51% │ 11.06% │ 12.16% │ 09.08%,09.02% │ 12.38% │ 11.03% │ 09.30% │ 08.42%,06.63% │ 10.46% │ 12.90% │ 13.79% │ 06.27%,06.87% │ 12.42% │ 14.27% │ 08.90% │ 07.49%,→004.40% │ ←002.27% │ ←000.31% │ →001.79% │ ←000.66%,22.57%,64.09%,13.33%,←046.28% │ →000.20% │ →050.18%,49.86%,50.14%,50.05%,49.95%,29852909926.06,30025641293.05,8645557685,8627452768,6706040163,1399346152,1414547849,3586375572,3515483920
gydcq,maenr,___fx,_wlvz,sitoh,jupbk,maenrsitoh,1130.472120,18.54%,→000.85%,38.09%,←000.98%,58638575032.80,←000.18%,←000.45%,1.72,→000.38%,1.72,1.72,06.99% │ 09.67% │ 12.08% │ 11.82% │ 09.50%,08.89% │ 11.98% │ 11.58% │ 10.20% │ 07.31%,04.65% │ 09.97% │ 15.79% │ 13.00% │ 06.82%,06.68% │ 12.06% │ 15.21% │ 10.26% │ 05.55%,→004.46% │ →005.20% │ ←004.30% │ →001.31% │ ←006.83%,23.02%,64.56%,12.42%,←079.88% │ ←001.41% │ →071.61%,50.05%,49.95%,50.24%,49.76%,29346332324.35,29292242708.45,8678804655,8594205798,6579096418,1594511804,1608204977,3622456374,3606346863
zmpxf,lnead,bkwc_,vuogq,htsir,jy___,lneadhtsir,1130.465976,17.47%,→001.31%,39.35%,←001.86%,58307072168.82,←000.26%,→000.24%,1.68,→001.41%,1.67,1.70,08.02% │ 09.79% │ 12.11% │ 11.34% │ 08.80%,08.88% │ 12.01% │ 11.48% │ 09.38% │ 08.18%,06.02% │ 10.84% │ 15.81% │ 11.79% │ 06.01%,05.99% │ 13.28% │ 14.01% │ 09.64% │ 06.63%,→002.03% │ ←004.32% │ ←005.50% │ →005.54% │ →000.84%,24.99%,63.24%,11.77%,→044.09% │ ←001.19% │ ←275.96%,50.07%,49.93%,50.46%,49.54%,29191916052.83,29115156115.99,8716149854,8556860599,6796354158,1498634248,1518487727,3501594788,3509950709
qmpzf,lnead,bkwc_,vuogj,hirts,xy___,lneadhirts,1129.931706,17.13%,→001.10%,39.54%,←001.49%,58533388195.49,→001.43%,→001.13%,1.68,→001.76%,1.66,1.69,07.94% │ 09.75% │ 12.02% │ 11.16% │ 08.77%,08.87% │ 11.72% │ 12.09% │ 09.73% │ 07.96%,05.99% │ 10.84% │ 15.81% │ 11.73% │ 06.01%,05.95% │ 12.07% │ 14.09% │ 10.85% │ 06.68%,→000.27% │ ←000.27% │ →000.58% │ →004.77% │ →001.10%,24.72%,63.77%,11.51%,→044.95% │ →001.68% │ ←308.49%,49.64%,50.36%,50.37%,49.63%,29055304238.11,29478083957.38,8700240229,8572770224,6829703504,1471604740,1487923272,3469240367,3508955784
zcfkw,dreal,yjgux,_mnpv,sitoh,qb___,hotislaerd,1129.714175,18.13%,→000.87%,38.92%,→000.42%,58326727268.86,←001.02%,→001.78%,1.70,→000.95%,1.69,1.70,07.74% │ 09.95% │ 12.06% │ 11.67% │ 08.83%,08.57% │ 11.55% │ 12.40% │ 09.48% │ 07.75%,05.66% │ 10.09% │ 16.21% │ 11.80% │ 06.15%,06.55% │ 11.81% │ 16.28% │ 09.71% │ 05.76%,→000.06% │ ←004.98% │ →002.69% │ ←001.00% │ ←003.03%,25.31%,63.14%,11.55%,→036.02% │ →004.02% │ ←352.15%,50.25%,49.75%,49.89%,50.11%,29312052961.08,29014674307.78,8618308980,8654701473,6722151539,1559014262,1572685005,3510984806,3574763310
pjsuq,dearl,__zfw,kgcy_,hiotn,xbmv_,ntoihlraed,1129.597371,16.61%,←001.85%,37.99%,←002.29%,59649210995.93,←000.94%,←000.04%,1.72,→001.60%,1.71,1.74,08.15% │ 10.83% │ 11.53% │ 11.20% │ 08.52%,08.23% │ 11.38% │ 11.17% │ 10.46% │ 08.53%,05.97% │ 12.20% │ 14.85% │ 11.49% │ 06.06%,05.62% │ 11.26% │ 13.49% │ 11.58% │ 07.49%,→004.47% │ ←003.56% │ ←003.23% │ →001.56% │ ←003.55%,23.58%,64.82%,11.60%,←047.44% │ →007.61% │ →022.78%,50.23%,49.77%,50.57%,49.43%,29963598506.45,29685612489.48,8734392942,8538617511,6562689065,1447596476,1421332275,3623239324,3621971266
pqsuw,dearl,__xfz,kbcv_,hiotn,jgmy_,ntoihlraed,1129.432777,16.83%,←000.51%,37.95%,←002.14%,59631628804.51,←001.01%,←000.28%,1.72,→001.32%,1.71,1.74,08.19% │ 10.71% │ 11.65% │ 11.12% │ 08.58%,08.30% │ 11.24% │ 11.24% │ 10.45% │ 08.53%,05.97% │ 12.07% │ 14.91% │ 11.49% │ 06.09%,05.66% │ 11.26% │ 13.49% │ 11.58% │ 07.49%,→003.97% │ ←002.57% │ ←003.67% │ →001.03% │ ←003.31%,23.87%,64.84%,11.30%,←111.40% │ →007.48% │ →065.64%,50.25%,49.75%,50.53%,49.47%,29965332694.04,29666296110.47,8727751367,8545259086,6554252410,1457584949,1450160547,3631842320,3621804925
qmpzf,lnead,wkbc_,vuogj,htsir,xy___,lneadhtsir,1129.323757,17.13%,→001.10%,39.54%,←001.49%,58260672041.39,→000.36%,→001.13%,1.68,→001.76%,1.66,1.69,07.88% │ 09.82% │ 12.10% │ 11.30% │ 08.81%,08.84% │ 11.96% │ 11.47% │ 09.42% │ 08.39%,06.06% │ 10.84% │ 15.74% │ 11.73% │ 06.01%,05.95% │ 13.28% │ 14.01% │ 09.64% │ 06.76%,→006.06% │ ←004.26% │ ←005.51% │ →005.59% │ →000.39%,24.94%,63.31%,11.75%,→045.33% │ ←000.78% │ ←283.06%,49.91%,50.09%,50.37%,49.63%,29078511646.81,29182160394.58,8700240229,8572770224,6829703504,1471604740,1487923272,3469240367,3508955784
qmpzf,lnead,bkwc_,vuogj,htsir,xy___,lneadhtsir,1129.299402,17.13%,→001.10%,39.54%,←001.49%,58237464632.69,→000.43%,→001.13%,1.68,→001.76%,1.66,1.69,07.98% │ 09.80% │ 12.08% │ 11.22% │ 08.81%,08.85% │ 11.97% │ 11.47% │ 09.42% │ 08.39%,05.99% │ 10.84% │ 15.81% │ 11.73% │ 06.01%,05.95% │ 13.28% │ 14.01% │ 09.64% │ 06.76%,→004.96% │ ←004.01% │ ←005.27% │ →006.26% │ →000.39%,24.95%,63.32%,11.73%,→045.32% │ ←000.73% │ ←281.96%,49.89%,50.11%,50.37%,49.63%,29055304238.11,29182160394.58,8700240229,8572770224,6829703504,1471604740,1487923272,3469240367,3508955784
jxubp,lnead,vgwf_,_mock,sitrh,qyz__,lneadsitrh,1129.259977,17.65%,←001.40%,38.73%,→000.83%,57911637384.87,←000.33%,→001.84%,1.70,→000.71%,1.69,1.71,07.45% │ 09.12% │ 13.05% │ 11.54% │ 08.92%,08.66% │ 11.40% │ 13.01% │ 09.34% │ 07.50%,05.57% │ 09.73% │ 16.44% │ 12.08% │ 05.97%,06.55% │ 11.89% │ 16.48% │ 09.86% │ 05.43%,→000.70% │ →002.39% │ ←000.28% │ ←001.23% │ ←003.04%,25.64%,62.90%,11.46%,→046.64% │ ←004.00% │ ←283.98%,50.08%,49.92%,49.79%,50.21%,29003156752.70,28908480632.17,8600424432,8672586021,6690383064,1534877987,1513755452,3525697268,3591819323
pqsuz,dearl,__xfw,kgcb_,hoitn,jymv_,ntiohlraed,1129.000425,16.96%,←001.19%,37.95%,←002.14%,59403544127.53,←001.56%,←000.28%,1.72,→001.32%,1.71,1.74,08.22% │ 10.73% │ 11.67% │ 11.17% │ 08.60%,08.33% │ 11.32% │ 11.22% │ 10.13% │ 08.62%,05.97% │ 12.07% │ 14.91% │ 11.49% │ 06.09%,05.66% │ 11.32% │ 13.52% │ 11.49% │ 07.49%,→004.63% │ ←005.96% │ ←004.04% │ →001.37% │ ←003.25%,23.26%,64.61%,12.13%,←050.36% │ →006.52% │ →024.97%,50.39%,49.61%,50.53%,49.47%,29931393912.86,29472150214.67,8727751367,8545259086,6554252410,1473057721,1455764585,3631842320,3621804925
xplyc,snieg,zkf__,jmubq,hotar,vwd__,ratohgeins,1128.983823,15.78%,←000.30%,41.24%,←000.97%,58010415696.64,→000.25%,→000.07%,1.63,→000.65%,1.63,1.64,08.24% │ 09.50% │ 11.43% │ 12.30% │ 08.46%,08.77% │ 11.71% │ 11.61% │ 09.90% │ 08.08%,06.77% │ 10.38% │ 14.04% │ 13.67% │ 05.38%,05.99% │ 11.86% │ 15.40% │ 09.89% │ 06.63%,←002.03% │ →004.03% │ →001.47% │ ←005.00% │ →003.45%,24.03%,63.68%,12.29%,←064.74% │ →004.65% │ →053.49%,49.94%,50.06%,50.24%,49.76%,28969604382.50,29040811314.14,8678276665,8594733788,7122746405,1365029121,1360975314,3341372785,3343780465
gvudz,ctehr,_pxm_,_fowj,sanil,_yqbk,linasrhetc,1128.808611,16.80%,→001.52%,37.80%,←000.41%,59537187287.01,←002.52%,→000.18%,1.73,→000.43%,1.72,1.73,07.11% │ 10.57% │ 12.17% │ 11.65% │ 09.12%,08.51% │ 10.99% │ 12.52% │ 10.67% │ 06.68%,05.38% │ 12.02% │ 14.94% │ 11.11% │ 06.66%,06.45% │ 12.16% │ 15.15% │ 10.90% │ 05.24%,←006.42% │ →000.88% │ →002.81% │ ←005.94% │ ←007.13%,24.78%,63.78%,11.44%,→001.66% │ ←003.32% │ ←007.44%,50.62%,49.38%,50.10%,49.90%,30138836259.03,29398351027.98,8654061489,8618948964,6528541193,1439499472,1461679386,3636338376,3643020086
gvumq,ctehr,_pzd_,_fowk,sinal,_yxbj,lanisrhetc,1128.756317,17.13%,←000.78%,37.84%,←000.04%,59517807468.32,←001.29%,→001.04%,1.73,→000.79%,1.72,1.73,07.12% │ 10.63% │ 12.14% │ 11.34% │ 09.09%,08.52% │ 10.88% │ 12.44% │ 10.98% │ 06.86%,05.38% │ 12.02% │ 14.88% │ 11.11% │ 06.63%,06.45% │ 11.48% │ 15.24% │ 11.58% │ 05.24%,←003.84% │ →003.20% │ →002.44% │ ←004.23% │ ←006.72%,24.21%,63.93%,11.86%,→019.11% │ ←002.54% │ ←050.67%,50.32%,49.68%,50.01%,49.99%,29949394045.81,29568413422.51,8638151864,8634858589,6536087673,1485161574,1473596460,3616885388,3654926594
